ID,Age,Overall,Potential,Value,Wage,Special,International Reputation,Weak Foot,Skill Moves,Work Rate,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Preferred Foot,Body Type,Position
147007,33,63,63,220000,2000,1805,1,3,3,7,5.1,165,64,64,64,65,65,65,65,65,66,66,66,65,64,64,64,65,60,59,59,59,60,58,56,56,56,58,60,61,48,65,66,64,69,83,63,64,66,63,66,64,73,71,59,62,61,63,58,48,64,66,64,68,60,44,52,13,15,15,7,8,Left,Normal,MF
232511,28,63,63,290000,3000,1568,1,3,2,1,5.9,154,49,49,49,55,51,51,51,55,51,51,51,55,50,50,50,55,62,59,59,59,62,63,65,65,65,63,69,29,62,54,42,62,61,32,42,65,70,71,72,57,73,42,89,30,56,17,62,64,29,37,38,57,66,68,63,8,10,10,10,8,Left,Lean,DF
196159,36,63,63,40000,1000,1574,1,3,2,4,5.9,152,50,50,50,57,54,54,54,57,56,56,56,59,58,58,58,59,63,64,64,64,63,63,65,65,65,63,65,34,57,64,23,61,28,57,58,65,52,56,61,59,77,22,71,55,64,23,72,62,51,47,36,62,63,64,66,8,9,12,16,16,Left,Lean,DF
203328,25,63,65,450000,3000,1655,1,3,3,7,5.8,148,62,62,62,65,63,63,63,65,61,61,61,64,55,55,55,64,52,46,46,46,52,50,44,44,44,50,59,58,52,47,51,64,57,45,49,65,88,82,92,58,89,64,56,70,58,55,54,18,59,52,52,59,32,38,31,15,11,9,9,16,Right,Normal,ST
221504,24,63,66,475000,2000,1710,1,4,2,7,5.1,163,62,62,62,64,63,63,63,64,64,64,64,64,62,62,62,64,56,57,57,57,56,54,53,53,53,54,58,55,49,69,65,62,63,66,60,65,64,63,71,59,77,62,56,60,65,62,62,45,63,59,43,55,57,40,30,11,16,11,8,14,Left,Normal,MF
177473,31,63,63,325000,2000,1792,1,4,2,4,6,170,62,62,62,61,62,62,62,61,62,62,62,61,64,64,64,61,62,64,64,64,62,61,63,63,63,61,59,58,55,63,59,64,65,62,63,61,44,51,72,70,63,70,72,65,73,62,70,62,54,61,63,57,59,58,57,11,9,6,15,16,Left,Normal,MF
244033,21,63,71,550000,1000,1763,1,3,2,5,5.8,154,60,60,60,63,62,62,62,63,63,63,63,65,63,63,63,65,65,64,64,64,65,64,61,61,61,64,60,47,53,68,45,64,49,48,62,62,77,73,74,63,80,61,70,78,64,57,73,61,53,55,51,52,55,55,55,7,13,13,7,10,Right,Normal,MF
244545,20,63,71,550000,1000,1449,1,3,2,4,6.2,176,63,63,63,55,59,59,59,55,56,56,56,53,50,50,50,53,40,42,42,42,40,40,44,44,44,40,26,68,68,49,56,55,37,34,35,59,51,55,47,58,51,65,64,51,74,57,63,23,62,50,66,52,22,25,24,10,12,13,9,10,Right,Normal,ST
203842,29,63,63,290000,2000,1492,1,3,2,4,6.1,181,52,52,52,51,50,50,50,51,51,51,51,53,54,54,54,53,59,61,61,61,59,61,64,64,64,61,51,37,61,56,22,45,23,29,54,56,61,59,66,54,47,51,47,66,87,45,64,58,41,40,33,52,59,64,62,14,7,11,15,7,Right,Normal,DF
225090,22,63,69,525000,2000,1493,1,3,3,4,6,161,64,64,64,62,63,63,63,62,60,60,60,59,51,51,51,59,43,40,40,40,43,41,37,37,37,41,40,68,55,51,55,66,47,40,35,67,68,69,68,56,67,61,71,56,59,63,28,19,63,41,69,52,31,17,11,11,12,9,12,8,Right,Normal,ST
239170,26,63,66,450000,2000,1674,1,3,2,4,5.1,168,58,58,58,60,60,60,60,60,62,62,62,62,64,64,64,62,60,61,61,61,60,59,56,56,56,59,56,45,58,70,40,58,54,58,65,68,57,54,70,56,77,59,59,81,56,57,54,49,58,57,45,60,58,49,48,13,15,12,6,12,Right,Normal,MF
199747,27,63,64,350000,2000,1689,1,3,2,7,5.11,168,57,57,57,60,59,59,59,60,60,60,60,62,61,61,61,62,64,62,62,62,64,64,61,61,61,64,63,42,48,61,44,54,65,56,57,63,72,74,68,61,66,57,68,75,63,40,56,64,60,56,38,62,57,61,53,6,8,10,11,12,Left,Normal,DF
242499,21,63,72,575000,1000,1663,1,4,3,4,6,172,63,63,63,65,64,64,64,65,64,64,64,65,59,59,59,65,54,49,49,49,54,52,45,45,45,52,62,62,52,58,45,63,59,55,57,64,77,74,75,59,72,65,78,72,61,55,38,28,63,59,53,58,33,33,34,12,8,12,13,12,Right,Normal,ST
243523,28,63,64,325000,3000,1451,1,3,2,4,6,172,45,45,45,42,41,41,41,42,43,43,43,45,48,48,48,45,56,59,59,59,56,59,64,64,64,59,38,22,64,60,37,30,32,25,58,36,63,58,58,61,56,47,75,62,72,24,62,57,30,30,46,45,60,66,63,13,9,8,15,14,Right,Normal,DF
208196,35,63,63,80000,1000,1672,1,3,2,4,6,194,56,56,56,54,55,55,55,54,55,55,55,56,60,60,60,56,64,67,67,67,64,64,67,67,67,64,64,39,60,68,29,51,68,74,60,68,41,37,31,73,36,77,70,65,77,60,62,66,35,38,75,45,65,65,62,7,9,16,12,12,Left,Stocky,DF
210244,23,63,68,500000,2000,1659,1,3,3,4,6.2,165,63,63,63,63,62,62,62,63,61,61,61,62,56,56,56,62,51,47,47,47,51,49,44,44,44,49,52,62,58,58,53,59,58,61,49,58,79,84,73,55,70,65,80,76,69,55,45,30,58,57,65,56,30,23,24,10,8,16,10,9,Right,Normal,ST
213316,28,63,63,375000,2000,1599,1,3,2,4,6.4,196,64,64,64,58,61,61,61,58,60,60,60,58,60,60,60,58,56,59,59,59,56,56,60,60,60,56,32,62,68,58,38,59,26,22,48,56,61,54,56,62,58,62,71,72,91,57,68,63,66,57,34,62,17,62,57,12,16,10,9,15,Right,Normal,ST
195396,27,63,64,425000,1000,1545,1,4,3,7,6,170,63,63,63,60,61,61,61,60,59,59,59,58,53,53,53,58,47,45,45,45,47,46,44,44,44,46,38,59,63,58,59,56,44,53,36,61,71,70,74,60,66,64,61,69,73,59,44,14,59,49,45,57,34,32,22,9,14,7,14,8,Right,Normal,AM
223557,28,63,63,375000,3000,1621,1,3,3,4,5.9,143,64,64,64,67,65,65,65,67,66,66,66,66,60,60,60,66,50,47,47,47,50,46,40,40,40,46,60,61,49,63,57,65,59,43,57,65,76,74,82,62,73,60,73,71,66,57,36,17,64,63,57,62,36,19,14,10,10,7,9,6,Right,Lean,ST
229189,22,63,70,525000,1000,1588,1,3,2,4,5.9,152,61,61,61,64,63,63,63,64,63,63,63,64,57,57,57,64,50,45,45,45,50,47,38,38,38,47,64,60,47,64,57,65,59,53,54,63,73,76,72,52,78,63,55,56,46,52,53,21,59,55,64,48,11,28,33,8,14,7,13,13,Left,Lean,AM
230214,34,63,63,110000,3000,1504,1,3,2,4,6,165,45,45,45,44,43,43,43,44,44,44,44,46,47,47,47,46,57,58,58,58,57,60,64,64,64,60,51,25,61,53,57,23,35,50,45,51,64,67,44,61,51,48,73,40,53,41,65,64,23,38,47,58,72,66,55,13,19,15,16,18,Left,Normal,DF
237382,19,63,80,775000,2000,1659,1,3,2,4,6.1,163,59,59,59,61,61,61,61,61,64,64,64,62,63,63,63,62,58,60,60,60,58,57,56,56,56,57,59,53,49,68,50,60,59,57,70,66,62,48,66,60,73,66,48,47,52,47,53,40,55,69,64,59,57,58,58,12,13,6,7,7,Right,Lean,MF
243014,18,63,79,750000,1000,1572,1,2,3,7,5.8,165,63,63,63,66,65,65,65,66,64,64,64,63,54,54,54,63,48,41,41,41,48,45,37,37,37,45,59,66,47,53,74,72,53,56,47,69,79,76,91,48,65,69,47,34,30,56,32,22,59,56,62,54,27,27,33,7,14,15,13,14,Left,Normal,MF
243526,19,63,76,625000,1000,1556,1,4,2,4,6.1,165,52,52,52,53,51,51,51,53,51,51,51,54,53,53,53,54,62,61,61,61,62,64,64,64,64,64,46,38,62,58,38,45,41,37,51,64,78,75,71,61,62,48,72,68,69,43,57,57,26,30,35,47,57,67,63,6,6,12,6,7,Right,Lean,DF
244038,19,63,73,575000,5000,1570,1,3,3,3,6,163,63,63,63,66,65,65,65,66,65,65,65,65,58,58,58,65,47,44,44,44,47,45,38,38,38,45,62,62,63,61,58,66,54,60,58,65,74,77,69,57,51,57,55,50,52,61,45,25,58,64,64,58,23,15,14,6,11,5,15,13,Right,Lean,ST
244806,21,63,73,600000,3000,1518,1,2,3,4,5.11,148,60,60,60,64,62,62,62,64,62,62,62,63,54,54,54,63,48,43,43,43,48,46,38,38,38,46,61,59,42,54,49,68,55,53,48,64,81,76,75,51,65,62,44,49,52,56,27,18,56,55,58,52,24,35,26,12,9,13,11,10,Left,Lean,AM
221767,23,63,69,525000,2000,1554,1,5,3,4,5.9,157,62,62,62,66,64,64,64,66,64,64,64,64,57,57,57,64,50,45,45,45,50,47,40,40,40,47,51,64,48,58,57,69,49,41,48,67,77,73,81,64,79,48,70,58,45,57,31,22,63,49,51,47,30,28,26,11,13,6,7,13,Right,Lean,ST
165447,30,63,63,350000,1000,1753,1,4,2,8,5.1,183,65,65,65,65,65,65,65,65,64,64,64,65,63,63,63,65,60,59,59,59,60,58,57,57,57,58,65,60,63,59,53,62,64,64,55,68,75,55,61,52,73,76,70,81,77,65,61,51,64,67,24,62,42,51,43,11,14,6,10,11,Left,Normal,AM
202312,26,63,68,400000,2000,1303,1,2,2,4,6.4,172,44,44,44,37,40,40,40,37,40,40,40,39,44,44,44,39,49,55,55,55,49,53,63,63,63,53,18,32,68,45,23,22,22,28,37,45,60,38,31,47,29,51,70,54,83,35,66,56,24,43,50,43,58,63,65,7,8,9,8,8,Right,Lean,DF
215112,22,63,71,550000,1000,1524,1,3,2,4,6.1,185,64,64,64,60,62,62,62,60,60,60,60,58,55,55,55,58,47,46,46,46,47,45,44,44,44,45,34,64,55,54,48,58,45,36,42,59,62,64,65,59,63,63,60,69,80,64,35,36,71,51,43,54,32,25,21,16,14,14,8,14,Left,Normal,ST
154696,33,63,63,140000,1000,1685,1,3,2,4,6,165,54,54,54,60,57,57,57,60,60,60,60,61,61,61,61,61,65,63,63,63,65,64,62,62,62,64,58,42,43,63,37,59,55,40,59,53,72,72,79,62,69,43,73,80,69,52,60,60,49,62,33,56,59,62,62,9,15,11,16,7,Right,Normal,DF
239432,21,63,69,525000,2000,1554,1,4,2,4,6.2,181,64,64,64,61,61,61,61,61,59,59,59,60,52,52,52,60,45,42,42,42,45,43,41,41,41,43,52,61,68,52,52,57,56,67,42,60,71,75,61,58,64,64,55,61,75,50,54,17,62,52,60,48,18,21,17,9,11,11,11,10,Right,Normal,ST
241992,22,63,71,550000,2000,1677,1,3,3,7,5.1,154,60,60,60,63,63,63,63,63,64,64,64,64,62,62,62,64,58,56,56,56,58,57,52,52,52,57,50,54,43,64,50,68,53,64,62,64,69,67,73,52,66,65,62,82,58,58,41,32,62,60,50,62,53,50,54,13,7,14,11,6,Right,Normal,AM
210249,24,63,68,425000,2000,1737,1,3,2,4,5.11,170,62,62,62,61,61,61,61,61,60,60,60,61,60,60,60,61,62,62,62,62,62,63,64,64,64,63,53,58,61,58,35,52,55,64,54,61,72,68,71,69,71,69,70,69,66,51,73,52,55,55,36,59,63,62,60,15,15,10,7,7,Right,Normal,DF
214345,27,63,64,350000,1000,1365,1,3,2,4,6.2,183,42,42,42,39,39,39,39,39,40,40,40,41,45,45,45,41,53,56,56,56,53,56,64,64,64,56,29,24,68,49,23,28,29,30,42,37,50,53,54,58,55,32,71,55,77,23,64,67,29,35,35,48,59,62,57,15,13,15,12,15,Right,Normal,DF
228681,21,63,77,725000,3000,1426,1,3,2,5,6.3,183,47,47,47,48,46,46,46,48,47,47,47,50,49,49,49,50,62,60,60,60,62,63,68,68,68,63,57,30,67,60,23,46,23,28,30,61,54,55,51,54,34,38,76,58,86,25,59,67,23,33,40,52,65,66,66,12,10,9,7,13,Right,Lean,DF
233033,29,63,63,290000,3000,1500,1,3,2,4,6.1,181,53,53,53,51,53,53,53,51,54,54,54,54,58,58,58,54,59,63,63,63,59,60,66,66,66,60,30,37,72,61,24,53,26,18,56,60,48,51,55,54,55,44,72,72,76,24,68,68,55,48,34,57,56,65,60,12,9,14,13,10,Right,Normal,DM
174665,31,63,63,250000,1000,1514,1,3,2,4,6.2,181,50,50,50,48,48,48,48,48,48,48,48,49,49,49,49,49,56,57,57,57,56,58,63,63,63,58,35,31,62,47,42,47,37,24,40,49,68,61,68,59,59,63,67,62,77,28,78,61,30,46,44,60,52,63,59,12,10,11,11,11,Right,Normal,DF
241993,23,63,72,500000,2000,1453,1,3,2,4,6.3,185,49,49,49,48,48,48,48,48,47,47,47,50,50,50,50,50,59,59,59,59,59,60,64,64,64,60,54,26,66,58,30,39,34,27,41,59,57,63,40,59,45,53,64,58,74,32,64,56,31,38,40,43,63,61,58,13,14,7,14,15,Left,Lean,DF
229194,19,63,80,700000,5000,1661,1,3,2,4,5.8,148,58,58,58,62,59,59,59,62,59,59,59,62,56,56,56,62,64,59,59,59,64,64,61,61,61,64,70,48,53,59,41,65,45,46,48,65,75,75,76,52,81,56,60,55,56,43,52,53,55,43,48,55,63,65,64,7,7,11,10,14,Right,Lean,DF
239946,22,63,67,400000,2000,1408,1,2,2,4,5.1,168,49,49,49,47,48,48,48,47,48,48,48,49,52,52,52,49,57,59,59,59,57,59,64,64,64,59,37,34,67,63,29,51,35,27,50,54,50,44,31,59,62,45,68,40,61,38,50,66,37,30,48,49,55,69,68,7,8,11,7,7,Right,Normal,DF
180810,31,63,63,325000,2000,1733,1,4,3,4,6,174,64,64,64,67,65,65,65,67,66,66,66,66,62,62,62,66,56,55,55,55,56,54,51,51,51,54,64,62,54,61,61,72,52,57,57,68,68,67,76,56,64,58,67,67,72,60,70,53,61,62,64,62,25,34,36,10,15,16,10,14,Right,Normal,ST
220491,24,63,65,450000,1000,1495,1,3,3,3,5.11,165,59,59,59,65,63,63,63,65,63,63,63,65,57,57,57,65,48,43,43,43,48,43,34,34,34,43,61,50,46,61,50,73,59,39,49,73,77,69,70,51,70,59,33,69,55,58,38,17,53,54,61,61,25,11,11,8,13,14,12,6,Right,Lean,AM
232011,24,63,68,400000,1000,1639,1,2,2,5,5.9,165,54,54,54,55,54,54,54,55,54,54,54,57,55,55,55,57,63,61,61,61,63,64,63,63,63,64,51,31,61,58,47,53,43,45,50,59,77,76,60,61,71,59,66,79,65,38,69,55,40,43,55,58,56,62,64,11,6,7,11,10,Right,Normal,DF
238667,24,63,69,425000,2000,1372,1,3,2,4,6.2,172,43,43,43,42,42,42,42,42,44,44,44,44,47,47,47,44,55,58,58,58,55,58,64,64,64,58,21,20,56,67,24,25,30,35,33,53,69,68,56,55,58,31,83,52,74,22,60,58,25,31,40,55,64,62,58,12,9,6,7,8,Left,Normal,DF
239179,24,63,70,450000,1000,1534,1,3,2,7,6.2,165,51,51,51,51,50,50,50,51,49,49,49,53,52,52,52,53,62,60,60,60,62,62,64,64,64,62,57,32,56,55,42,53,41,37,46,56,60,64,47,48,56,58,73,63,72,35,59,66,38,37,36,62,54,68,69,15,10,12,9,10,Right,Lean,DF
190539,26,63,64,450000,1000,1593,1,4,2,4,6,165,63,63,63,61,62,62,62,61,61,61,61,61,55,55,55,61,48,46,46,46,48,46,43,43,43,46,48,61,59,58,55,56,48,49,41,61,67,72,73,63,63,62,67,74,68,46,64,23,66,57,64,56,26,23,22,9,10,15,13,10,Right,Lean,ST
243788,18,63,78,750000,1000,1642,1,4,3,7,5.9,154,58,58,58,64,63,63,63,64,66,66,66,64,63,63,63,64,57,57,57,57,57,55,51,51,51,55,46,47,45,68,38,65,40,35,62,67,74,67,85,60,86,55,83,67,48,50,56,43,60,66,44,59,48,44,39,13,11,12,7,11,Left,Normal,MF
238925,27,63,63,300000,1000,1634,1,3,3,7,5.1,159,52,52,52,54,52,52,52,54,51,51,51,56,53,53,53,56,63,60,60,60,63,63,62,62,62,63,60,36,53,54,31,47,49,48,42,55,72,70,73,56,73,52,74,88,59,43,86,60,45,39,52,52,55,59,61,6,7,11,10,8,Right,Lean,DF
193357,26,63,64,350000,8000,1638,1,4,2,4,5.9,157,56,56,56,59,58,58,58,59,58,58,58,61,60,60,60,61,64,62,62,62,64,64,61,61,61,64,58,42,51,62,42,59,34,33,58,62,72,69,68,60,80,52,66,79,62,43,66,54,51,48,33,57,57,63,62,10,14,9,6,13,Right,Normal,DF
234831,22,63,69,425000,1000,1615,1,5,2,4,6,176,54,54,54,57,55,55,55,57,56,56,56,59,58,58,58,59,64,62,62,62,64,64,64,64,64,64,58,33,61,56,37,62,45,32,54,59,67,68,65,61,66,63,67,73,64,44,64,62,40,52,35,62,63,62,61,7,9,7,6,12,Left,Lean,DF
242767,24,63,68,500000,2000,1727,1,4,2,7,5.11,168,64,64,64,64,64,64,64,64,64,64,64,64,61,61,61,64,55,54,54,54,55,53,51,51,51,53,57,60,57,61,57,63,66,62,60,61,75,67,73,57,71,70,72,67,70,65,58,46,62,60,60,57,34,38,33,11,12,6,5,11,Right,Normal,AM
223568,23,63,69,425000,2000,1277,1,3,2,1,6.1,181,42,42,42,40,41,41,41,40,44,44,44,42,50,50,50,42,52,60,60,60,52,54,64,64,64,54,28,19,65,61,12,38,19,21,62,48,35,34,55,61,52,42,34,34,76,18,66,62,26,35,22,53,61,66,62,13,7,14,16,13,Right,Normal,DF
225872,21,63,73,600000,1000,1674,1,3,3,4,5.9,154,61,61,61,65,63,63,63,65,63,63,63,65,61,61,61,65,59,55,55,55,59,57,50,50,50,57,63,59,51,63,50,64,54,50,59,63,79,73,82,52,70,58,46,79,65,52,39,41,57,60,52,48,42,47,42,14,15,9,14,10,Right,Normal,AM
166736,32,63,63,290000,1000,1683,1,3,2,4,5.1,157,62,62,62,63,63,63,63,63,63,63,63,64,61,61,61,64,59,57,57,57,59,58,54,54,54,58,57,59,44,66,63,59,44,57,56,62,72,67,71,64,71,58,59,73,72,56,57,37,59,58,44,66,39,55,53,11,7,12,14,7,Right,Lean,MF
242256,20,63,72,575000,1000,1729,1,5,2,4,5.7,141,60,60,60,61,62,62,62,61,63,63,63,63,64,64,64,63,63,63,63,63,63,63,60,60,60,63,51,49,49,69,51,61,49,48,61,65,66,66,64,65,74,78,63,71,47,56,60,50,49,59,60,61,60,65,62,11,14,14,9,13,Right,Normal,MF
226129,22,63,76,625000,7000,1491,1,3,2,4,6.3,172,54,54,54,52,54,54,54,52,56,56,56,54,59,59,59,54,57,62,62,62,57,58,63,63,63,58,28,43,62,66,32,53,44,29,56,60,50,44,52,59,49,53,58,58,69,30,61,57,46,58,40,52,63,64,61,9,10,12,8,7,Right,Lean,DF
235089,27,63,66,375000,2000,1411,1,2,2,5,5.11,159,47,47,47,49,48,48,48,49,50,50,50,51,55,55,55,51,60,62,62,62,60,60,64,64,64,60,29,22,55,68,24,58,31,23,57,55,59,61,51,65,64,39,61,60,71,36,45,62,26,28,27,42,69,66,57,6,10,11,5,10,Right,Lean,DF
229970,24,63,66,375000,1000,1657,1,3,2,4,5.9,150,57,57,57,57,56,56,56,57,56,56,56,58,57,57,57,58,63,61,61,61,63,63,61,61,61,63,57,48,50,57,42,52,50,35,54,59,68,68,67,64,77,66,51,71,66,50,54,66,48,41,59,46,56,59,61,14,13,11,9,14,Left,Normal,DF
204371,26,63,65,450000,2000,1732,1,3,3,4,5.11,163,60,60,60,66,64,64,64,66,66,66,66,66,63,63,63,66,61,58,58,58,61,58,53,53,53,58,63,56,38,63,59,67,66,60,55,68,72,69,72,66,67,48,69,67,62,56,46,45,59,69,62,68,50,49,48,14,13,13,11,10,Right,Normal,MF
236883,20,63,76,700000,3000,1520,1,3,3,7,5.11,152,59,59,59,64,62,62,62,64,61,61,61,63,55,55,55,63,52,46,46,46,52,49,41,41,41,49,51,56,35,54,47,65,45,36,49,64,90,86,79,58,66,56,44,68,44,40,61,18,57,50,45,55,26,38,33,14,14,6,13,12,Right,Lean,MF
228692,26,63,63,325000,4000,1593,1,3,2,4,5.1,152,53,53,53,57,55,55,55,57,57,57,57,60,60,60,60,60,63,63,63,63,63,63,63,63,63,63,58,36,56,63,31,57,34,36,59,59,62,65,63,57,55,44,67,74,70,33,62,61,49,60,43,50,60,62,58,10,10,16,11,12,Left,Lean,DM
233812,20,63,73,525000,2000,1609,1,4,2,7,5.11,165,53,53,53,61,57,57,57,61,59,59,59,64,60,60,60,64,65,61,61,61,65,63,59,59,59,63,66,24,46,66,35,67,45,30,58,68,75,77,74,57,74,43,63,78,67,39,62,49,52,44,36,47,51,59,57,10,9,7,9,12,Left,Lean,DF
175956,34,63,63,100000,1000,1644,1,3,2,4,5.9,168,58,58,58,58,57,57,57,58,57,57,57,59,58,58,58,59,63,62,62,62,63,63,63,63,63,63,63,43,61,63,44,52,45,33,57,64,62,61,62,59,62,66,62,64,68,52,60,59,52,41,40,62,61,61,62,11,15,14,14,11,Right,Normal,DF
242004,18,63,75,625000,1000,1502,1,4,3,7,6,154,64,64,64,65,65,65,65,65,63,63,63,63,54,54,54,63,45,40,40,40,45,42,35,35,35,42,51,65,54,61,50,65,62,34,37,63,77,83,73,57,73,60,55,60,53,51,33,13,63,56,58,60,26,11,11,6,7,13,8,13,Right,Lean,ST
242516,19,63,78,800000,2000,1537,1,3,3,4,6.2,168,61,61,61,65,64,64,64,65,63,63,63,63,55,55,55,63,49,44,44,44,49,46,40,40,40,46,56,64,33,50,57,73,49,44,43,67,74,76,73,50,68,60,60,50,64,50,37,25,59,61,59,57,26,34,28,15,11,7,9,5,Right,Lean,AM
244564,19,63,74,525000,1000,1650,1,2,2,4,5.1,163,53,53,53,56,55,55,55,56,55,55,55,58,57,57,57,58,63,62,62,62,63,64,63,63,63,64,55,33,53,60,34,53,57,44,58,60,74,75,70,55,70,50,80,72,66,43,65,54,50,43,40,44,62,64,64,6,11,7,8,14,Left,Stocky,DF
244820,26,63,64,350000,3000,1492,1,3,2,4,6.2,181,49,49,49,54,51,51,51,54,51,51,51,56,52,52,52,56,63,59,59,59,63,64,63,63,63,64,57,27,56,49,27,63,31,29,37,54,75,74,54,56,53,22,57,74,74,27,64,64,48,40,38,66,58,65,63,14,13,8,9,12,Right,Normal,DF
198229,29,63,63,375000,5000,1493,1,3,2,3,6.4,187,63,63,63,60,61,61,61,60,60,60,60,60,55,55,55,60,45,44,44,44,45,43,40,40,40,43,51,62,64,61,60,62,45,47,55,63,55,63,55,55,40,64,72,65,77,60,36,14,59,46,54,59,20,23,20,7,11,9,8,10,Right,Lean,ST
221525,22,63,70,450000,2000,1367,1,3,2,5,6.1,165,42,42,42,41,40,40,40,41,41,41,41,43,46,46,46,43,55,58,58,58,55,57,64,64,64,57,32,23,59,44,30,38,29,25,46,52,48,53,50,56,52,39,59,62,71,19,79,63,23,30,37,45,62,64,63,7,12,14,11,15,Right,Lean,DF
236885,19,63,76,700000,1000,1495,1,3,2,6,6.3,174,63,63,63,59,61,61,61,59,58,58,58,57,51,51,51,57,42,41,41,41,42,40,40,40,40,40,41,60,64,55,50,54,34,41,38,59,69,71,64,59,60,63,70,47,79,58,63,24,62,50,64,52,15,11,14,15,12,9,5,15,Right,Stocky,ST
241237,19,63,77,775000,1000,1755,1,3,3,7,6.1,172,59,59,59,59,60,60,60,59,61,61,61,60,64,64,64,60,63,66,66,66,63,63,66,66,66,63,45,40,65,68,38,64,54,62,65,64,57,66,60,62,70,75,72,69,76,70,63,60,39,58,42,66,57,66,63,13,13,13,14,12,Right,Lean,MF
244821,28,63,63,375000,1000,1756,1,2,2,4,5.8,157,63,63,63,62,63,63,63,62,63,63,63,62,63,63,63,62,64,65,65,65,64,64,65,65,65,64,48,56,46,70,57,56,35,52,67,62,75,70,59,59,77,65,64,56,67,62,67,65,68,49,50,56,69,60,65,12,14,11,12,11,Left,Normal,MF
245077,26,63,64,450000,1000,1577,1,3,2,5,6.2,181,64,64,64,57,60,60,60,57,58,58,58,57,55,55,55,57,50,51,51,51,50,50,53,53,53,50,40,59,74,58,57,55,41,44,37,60,58,60,51,59,54,70,70,65,77,51,61,37,61,52,58,62,41,41,30,6,12,15,13,10,Right,Normal,ST
221270,24,63,70,450000,1000,1696,1,2,2,4,5.9,139,59,59,59,63,62,62,62,63,63,63,63,64,64,64,64,64,64,63,63,63,64,64,60,60,60,64,61,54,51,68,41,59,48,40,62,62,66,66,73,62,77,56,65,71,40,45,59,59,63,59,45,58,58,63,61,15,14,11,12,10,Right,Lean,DM
242006,19,63,72,550000,1000,1626,1,2,3,5,6,165,61,61,61,62,62,62,62,62,61,61,61,64,59,59,59,64,59,57,57,57,59,58,56,56,56,58,60,48,54,59,35,63,60,31,49,66,73,74,60,60,59,60,69,79,74,47,62,45,61,54,45,59,61,41,37,11,6,10,7,6,Right,Lean,MF
214104,26,63,66,375000,1000,1650,1,3,2,4,5.9,168,55,55,55,56,54,54,54,56,53,53,53,56,55,55,55,56,63,60,60,60,63,64,63,63,63,64,59,47,52,58,38,53,54,40,51,54,63,65,72,59,71,57,71,72,65,50,57,60,47,34,49,56,58,67,67,8,10,13,16,13,Right,Normal,DF
170072,29,63,63,375000,2000,1602,1,2,2,8,5.9,141,63,63,63,62,63,63,63,62,61,61,61,61,56,56,56,61,53,50,50,50,53,51,48,48,48,51,41,62,52,57,56,62,33,35,40,58,81,77,73,56,66,64,64,73,67,59,53,45,62,56,59,60,34,36,30,11,14,13,7,6,Right,Lean,ST
235608,28,63,63,300000,3000,1343,1,3,2,4,6,176,41,41,41,39,39,39,39,39,39,39,39,42,43,43,43,42,55,55,55,55,55,57,63,63,63,57,33,21,63,46,28,31,23,22,27,44,49,59,47,57,58,34,85,74,80,20,68,55,22,32,35,44,57,65,59,6,7,14,8,14,Right,Normal,DF
232793,28,63,63,290000,2000,1656,1,4,2,1,5.9,154,55,55,55,58,54,54,54,58,55,55,55,59,56,56,56,59,65,61,61,61,65,63,60,60,60,63,68,58,44,65,49,64,69,44,60,68,60,69,63,46,74,62,71,77,70,56,41,51,21,25,33,47,63,65,61,15,13,11,14,6,Right,Normal,DF
242265,17,63,78,750000,5000,1531,1,3,2,3,5.7,157,63,63,63,62,63,63,63,62,61,61,61,60,53,53,53,60,43,40,40,40,43,42,37,37,37,42,39,62,64,55,44,55,50,41,42,58,82,78,80,60,89,60,63,55,52,56,38,13,65,56,62,55,18,23,15,11,11,13,12,9,Right,Stocky,ST
199770,26,63,67,400000,3000,1433,1,3,2,4,6.3,192,47,47,47,48,47,47,47,48,50,50,50,50,54,54,54,50,57,61,61,61,57,58,64,64,64,58,39,26,58,53,40,54,39,23,58,51,34,62,57,57,30,33,53,62,88,41,66,62,37,49,20,54,55,62,63,10,10,14,16,11,Right,Normal,DF
221274,24,63,68,500000,2000,1556,1,4,2,3,5.1,172,64,64,64,63,63,63,63,63,61,61,61,62,54,54,54,62,46,41,41,41,46,43,37,37,37,43,53,63,56,54,58,64,51,39,48,62,79,78,71,61,70,65,82,62,63,61,33,22,58,46,60,59,15,16,12,11,12,12,12,7,Right,Normal,ST
226650,26,63,64,350000,2000,1481,1,3,2,2,6.1,170,49,49,49,50,50,50,50,50,52,52,52,53,55,55,55,53,59,61,61,61,59,61,64,64,64,61,36,31,67,58,26,43,23,28,55,57,71,66,62,59,58,35,66,64,68,29,65,59,36,49,31,63,55,65,63,15,9,9,10,13,Right,Normal,DF
